algorithm,tuple_count,avg_time_ns,key_id,num_channels,fairness,chi,min_max_diff
halfsiphash,50000,25.0317,17,8,0.999892,0.000107731,0.37
halfsiphash,50000,25.0317,17,16,0.999456,0.000544154,0.492
halfsiphash,50000,25.0317,17,32,0.999084,0.000916685,0.426
halfsiphash,50000,25.0317,17,64,0.998377,0.00162529,0.27
halfsiphash,50000,25.0317,17,128,0.997327,0.00268042,0.186
halfsiphash,50000,24.6733,18,4,0.999954,4.5936e-05,0.474
halfsiphash,50000,24.6733,18,8,0.999639,0.000361088,0.744
halfsiphash,50000,24.6733,18,16,0.999533,0.000467238,0.452
halfsiphash,50000,24.6733,18,32,0.999405,0.000594893,0.354
halfsiphash,50000,24.6733,18,64,0.998871,0.00113039,0.236
halfsiphash,50000,24.6733,18,128,0.997488,0.00251863,0.184
halfsiphash,50000,24.5183,19,4,0.999925,7.47904e-05,0.556
halfsiphash,50000,24.5183,19,8,0.999905,9.46688e-05,0.384
halfsiphash,50000,24.5183,19,16,0.999826,0.000173786,0.33
halfsiphash,50000,24.5183,19,32,0.999524,0.000476544,0.33
halfsiphash,50000,24.5183,19,64,0.998871,0.0011307,0.29
halfsiphash,50000,24.5183,19,128,0.99699,0.00301906,0.224
halfsiphash,50000,24.1183,20,4,0.999971,2.912e-05,0.356
halfsiphash,50000,24.1183,20,8,0.999851,0.000148646,0.446
halfsiphash,50000,24.1183,20,16,0.999618,0.0003824,0.432
halfsiphash,50000,24.1183,20,32,0.999263,0.000737126,0.384
halfsiphash,50000,24.1183,20,64,0.998466,0.00153626,0.25
halfsiphash,50000,24.1183,20,128,0.997186,0.00282214,0.184
halfsiphash,50000,23.845,21,4,0.999995,5.2256e-06,0.16
halfsiphash,50000,23.845,21,8,0.999973,2.68928e-05,0.214
halfsiphash,50000,23.845,21,16,0.999802,0.000198093,0.296
halfsiphash,50000,23.845,21,32,0.999608,0.000392013,0.276
halfsiphash,50000,23.845,21,64,0.999136,0.000864563,0.178
halfsiphash,50000,23.845,21,128,0.997669,0.00233595,0.176
halfsiphash,50000,23.9225,22,4,0.999946,5.36736e-05,0.47
halfsiphash,50000,23.9225,22,8,0.999871,0.000128582,0.464
halfsiphash,50000,23.9225,22,16,0.99962,0.000380365,0.498
halfsiphash,50000,23.9225,22,32,0.999297,0.00070377,0.358
halfsiphash,50000,23.9225,22,64,0.998543,0.00145956,0.304
halfsiphash,50000,23.9225,22,128,0.997079,0.00292977,0.222
halfsiphash,50000,24.0792,23,4,0.999936,6.3568e-05,0.518
halfsiphash,50000,24.0792,23,8,0.999915,8.4576e-05,0.33
halfsiphash,50000,24.0792,23,16,0.999695,0.000305357,0.42
halfsiphash,50000,24.0792,23,32,0.999139,0.000861952,0.408
halfsiphash,50000,24.0792,23,64,0.99848,0.00152259,0.31
halfsiphash,50000,24.0792,23,128,0.996791,0.00321976,0.222
halfsiphash,50000,23.89,24,4,0.999949,5.07296e-05,0.498
halfsiphash,50000,23.89,24,8,0.999736,0.000263802,0.712
halfsiphash,50000,23.89,24,16,0.999541,0.00045897,0.532
halfsiphash,50000,23.89,24,32,0.999418,0.000582528,0.386
halfsiphash,50000,23.89,24,64,0.998731,0.00127078,0.28
halfsiphash,50000,23.89,24,128,0.99723,0.0027777,0.2
halfsiphash,50000,24.4592,25,4,0.999994,6.1088e-06,0.17
halfsiphash,50000,24.4592,25,8,0.999888,0.000111693,0.378
halfsiphash,50000,24.4592,25,16,0.999574,0.000426368,0.466
halfsiphash,50000,24.4592,25,32,0.999116,0.000884326,0.404
halfsiphash,50000,24.4592,25,64,0.998349,0.0016534,0.26
halfsiphash,50000,24.4592,25,128,0.996735,0.00327608,0.224
halfsiphash,50000,24.485,26,4,0.999988,1.20512e-05,0.216
halfsiphash,50000,24.485,26,8,0.999904,9.6e-05,0.344
halfsiphash,50000,24.485,26,16,0.999825,0.000174618,0.316
halfsiphash,50000,24.485,26,32,0.999521,0.000479232,0.322
halfsiphash,50000,24.485,26,64,0.998812,0.00118922,0.338
halfsiphash,50000,24.485,26,128,0.997508,0.00249784,0.24
halfsiphash,50000,24.4558,27,4,0.99998,2.00928e-05,0.316
halfsiphash,50000,24.4558,27,8,0.99995,4.9952e-05,0.244
halfsiphash,50000,24.4558,27,16,0.999824,0.000175808,0.324
halfsiphash,50000,24.4558,27,32,0.999312,0.000688845,0.356
halfsiphash,50000,24.4558,27,64,0.998901,0.00110019,0.236
halfsiphash,50000,24.4558,27,128,0.997603,0.00240292,0.18
halfsiphash,50000,23.9117,28,4,0.999875,0.000125386,0.702
halfsiphash,50000,23.9117,28,8,0.999809,0.000191277,0.594
halfsiphash,50000,23.9117,28,16,0.999604,0.000396326,0.454
halfsiphash,50000,23.9117,28,32,0.999282,0.000718899,0.418
halfsiphash,50000,23.9117,28,64,0.998864,0.00113736,0.268
halfsiphash,50000,23.9117,28,128,0.997416,0.00259103,0.206
halfsiphash,50000,23.8417,29,4,0.999974,2.61664e-05,0.322
halfsiphash,50000,23.8417,29,8,0.999924,7.63776e-05,0.382
halfsiphash,50000,23.8417,29,16,0.999724,0.000276301,0.452
halfsiphash,50000,23.8417,29,32,0.999459,0.000541312,0.318
halfsiphash,50000,23.8417,29,64,0.998571,0.00143099,0.31
halfsiphash,50000,23.8417,29,128,0.997423,0.00258386,0.184
halfsiphash,50000,24.3333,30,4,0.999947,5.32384e-05,0.478
halfsiphash,50000,24.3333,30,8,0.99989,0.00011017,0.404
halfsiphash,50000,24.3333,30,16,0.999727,0.000272806,0.368
halfsiphash,50000,24.3333,30,32,0.999468,0.000532506,0.282
halfsiphash,50000,24.3333,30,64,0.99872,0.00128133,0.272
halfsiphash,50000,24.3333,30,128,0.997699,0.00230605,0.178
halfsiphash,50000,23.925,31,4,0.999952,4.81632e-05,0.422
halfsiphash,50000,23.925,31,8,0.99989,0.00010992,0.478
halfsiphash,50000,23.925,31,16,0.999711,0.00028937,0.376
halfsiphash,50000,23.925,31,32,0.99935,0.000650803,0.406
halfsiphash,50000,23.925,31,64,0.998591,0.00141097,0.262
halfsiphash,50000,23.925,31,128,0.997472,0.00253409,0.23
siphash,50000,13.6408,0,4,0.999927,7.30208e-05,0.598
siphash,50000,13.6408,0,8,0.999869,0.000131456,0.494
siphash,50000,13.6408,0,16,0.999683,0.000316864,0.36
siphash,50000,13.6408,0,32,0.999526,0.000473805,0.296
siphash,50000,13.6408,0,64,0.999118,0.000882995,0.18
siphash,50000,13.6408,0,128,0.998191,0.00181187,0.152
siphash,50000,13.7867,1,4,0.999837,0.000163466,0.854
siphash,50000,13.7867,1,8,0.999679,0.000320966,0.716
siphash,50000,13.7867,1,16,0.999604,0.000396058,0.486
siphash,50000,13.7867,1,32,0.999208,0.000792192,0.394
siphash,50000,13.7867,1,64,0.99844,0.00156252,0.234
siphash,50000,13.7867,1,128,0.996961,0.00304814,0.228
siphash,50000,13.9367,2,4,0.999905,9.45664e-05,0.68
siphash,50000,13.9367,2,8,0.999863,0.000137414,0.432
siphash,50000,13.9367,2,16,0.999715,0.000284685,0.354
siphash,50000,13.9367,2,32,0.999074,0.000926797,0.422
siphash,50000,13.9367,2,64,0.998663,0.00133914,0.266
siphash,50000,13.9367,2,128,0.997666,0.00233974,0.188
siphash,50000,14.02,3,4,0.999942,5.7744e-05,0.522
siphash,50000,14.02,3,8,0.999825,0.00017481,0.53
siphash,50000,14.02,3,16,0.999693,0.00030729,0.404
siphash,50000,14.02,3,32,0.999406,0.000594202,0.316
siphash,50000,14.02,3,64,0.998778,0.00122358,0.31
siphash,50000,14.02,3,128,0.997241,0.00276664,0.202
siphash,50000,13.9208,4,4,0.999926,7.44224e-05,0.564
siphash,50000,13.9208,4,8,0.999848,0.000151878,0.534
siphash,50000,13.9208,4,16,0.999712,0.000288435,0.404
siphash,50000,13.9208,4,32,0.999249,0.000751667,0.344
siphash,50000,13.9208,4,64,0.99864,0.00136161,0.34
siphash,50000,13.9208,4,128,0.997387,0.0026199,0.204
siphash,50000,14.0967,5,4,0.99999,1.0176e-05,0.196
siphash,50000,14.0967,5,8,0.999948,5.15392e-05,0.292
siphash,50000,14.0967,5,16,0.999647,0.000352806,0.398
siphash,50000,14.0967,5,32,0.999471,0.000529203,0.272
siphash,50000,14.0967,5,64,0.999008,0.000992819,0.24
siphash,50000,14.0967,5,128,0.997604,0.002402,0.212
siphash,50000,14.1458,6,4,0.999917,8.30016e-05,0.604
siphash,50000,14.1458,6,8,0.999845,0.000154739,0.494
siphash,50000,14.1458,6,16,0.999633,0.00036681,0.498
siphash,50000,14.1458,6,32,0.999319,0.000681242,0.386
siphash,50000,14.1458,6,64,0.998471,0.00153098,0.31
siphash,50000,14.1458,6,128,0.99709,0.00291881,0.212
siphash,50000,14.0258,7,4,0.999806,0.000194198,0.78
siphash,50000,14.0258,7,8,0.999725,0.000275021,0.566
siphash,50000,14.0258,7,16,0.999545,0.000455578,0.428
siphash,50000,14.0258,7,32,0.99924,0.000760806,0.358
siphash,50000,14.0258,7,64,0.99882,0.00118159,0.292
siphash,50000,14.0258,7,128,0.997952,0.00205199,0.208
siphash,50000,14.255,8,4,0.999594,0.000406218,1.406
siphash,50000,14.255,8,8,0.999536,0.000464416,0.868
siphash,50000,14.255,8,16,0.999321,0.000679206,0.534
siphash,50000,14.255,8,32,0.999007,0.000993638,0.418
siphash,50000,14.255,8,64,0.99841,0.00159206,0.282
siphash,50000,14.255,8,128,0.996769,0.00324106,0.196
siphash,50000,14.155,9,4,0.999867,0.000132838,0.776
siphash,50000,14.155,9,8,0.999804,0.00019632,0.526
siphash,50000,14.155,9,16,0.999717,0.00028329,0.312
siphash,50000,14.155,9,32,0.999405,0.000595277,0.342
siphash,50000,14.155,9,64,0.998429,0.00157358,0.312
siphash,50000,14.155,9,128,0.996953,0.00305623,0.198
siphash,50000,14.36,10,4,0.99995,5.03104e-05,0.5
siphash,50000,14.36,10,8,0.999942,5.8048e-05,0.338
siphash,50000,14.36,10,16,0.999832,0.000168051,0.276
siphash,50000,14.36,10,32,0.99959,0.000410035,0.256
siphash,50000,14.36,10,64,0.999197,0.00080384,0.17
siphash,50000,14.36,10,128,0.997701,0.00230451,0.148
siphash,50000,14.5458,11,4,0.99992,8.04384e-05,0.622
siphash,50000,14.5458,11,8,0.999696,0.000304166,0.752
siphash,50000,14.5458,11,16,0.999615,0.000384973,0.472
siphash,50000,14.5458,11,32,0.999306,0.000694349,0.35
siphash,50000,14.5458,11,64,0.998595,0.00140698,0.256
siphash,50000,14.5458,11,128,0.997311,0.00269629,0.196
siphash,50000,14.2508,12,4,0.999987,1.27168e-05,0.216
siphash,50000,14.2508,12,8,0.999971,2.87872e-05,0.224
siphash,50000,14.2508,12,16,0.999723,0.000276762,0.362
siphash,50000,14.2508,12,32,0.99925,0.000750822,0.39
siphash,50000,14.2508,12,64,0.998449,0.0015532,0.292
siphash,50000,14.2508,12,128,0.997489,0.00251781,0.222
siphash,50000,14.3608,13,4,0.999949,5.09024e-05,0.49
siphash,50000,14.3608,13,8,0.999933,6.72704e-05,0.286
siphash,50000,14.3608,13,16,0.999775,0.000225267,0.318
siphash,50000,14.3608,13,32,0.999561,0.000438707,0.278
siphash,50000,14.3608,13,64,0.998313,0.00169032,0.284
siphash,50000,14.3608,13,128,0.996728,0.00328284,0.232
siphash,50000,14.5517,14,4,0.999951,4.85664e-05,0.414
siphash,50000,14.5517,14,8,0.999815,0.000185286,0.484
siphash,50000,14.5517,14,16,0.999711,0.000289574,0.398
siphash,50000,14.5517,14,32,0.999436,0.000563891,0.346
siphash,50000,14.5517,14,64,0.998881,0.00112031,0.272
siphash,50000,14.5517,14,128,0.997803,0.0022018,0.188
siphash,50000,14.2808,15,4,0.999977,2.2688e-05,0.336
siphash,50000,14.2808,15,8,0.999909,9.12896e-05,0.366
siphash,50000,14.2808,15,16,0.999759,0.000241126,0.32
siphash,50000,14.2808,15,32,0.999492,0.000508544,0.302
siphash,50000,14.2808,15,64,0.998905,0.00109655,0.222
siphash,50000,14.2808,15,128,0.997676,0.0023298,0.202
siphash,50000,14.3592,16,4,0.999884,0.000116032,0.748
siphash,50000,14.3592,16,8,0.999716,0.000284358,0.604
siphash,50000,14.3592,16,16,0.999626,0.000374387,0.436
siphash,50000,14.3592,16,32,0.99917,0.000831078,0.426
siphash,50000,14.3592,16,64,0.998347,0.00165545,0.38
siphash,50000,14.3592,16,128,0.997228,0.00277934,0.214
siphash,50000,14.2867,17,4,0.999895,0.000104989,0.656
siphash,50000,14.2867,17,8,0.999744,0.000256006,0.64
siphash,50000,14.2867,17,16,0.999349,0.000651059,0.506
siphash,50000,14.2867,17,32,0.999079,0.000921523,0.43
siphash,50000,14.2867,17,64,0.998644,0.00135767,0.256
siphash,50000,14.2867,17,128,0.997341,0.0026665,0.192
siphash,50000,14.2733,18,4,0.999985,1.47072e-05,0.252
siphash,50000,14.2733,18,8,0.999916,8.37824e-05,0.32
siphash,50000,14.2733,18,16,0.999826,0.000174208,0.304
siphash,50000,14.2733,18,32,0.998921,0.00107991,0.338
siphash,50000,14.2733,18,64,0.998306,0.00169733,0.274
siphash,50000,14.2733,18,128,0.996838,0.00317184,0.206
siphash,50000,14.6317,19,4,0.99997,3.02432e-05,0.358
siphash,50000,14.6317,19,8,0.999939,6.13312e-05,0.306
siphash,50000,14.6317,19,16,0.999859,0.000140928,0.276
siphash,50000,14.6317,19,32,0.999574,0.000425984,0.31
siphash,50000,14.6317,19,64,0.998889,0.00111237,0.244
siphash,50000,14.6317,19,128,0.997687,0.00231844,0.212
siphash,50000,14.485,20,4,0.999967,3.27456e-05,0.352
siphash,50000,14.485,20,8,0.99994,5.97632e-05,0.308
siphash,50000,14.485,20,16,0.999842,0.000158067,0.338
siphash,50000,14.485,20,32,0.999395,0.000605235,0.392
siphash,50000,14.485,20,64,0.998608,0.00139412,0.282
siphash,50000,14.485,20,128,0.997439,0.00256788,0.208
siphash,50000,13.3592,21,4,0.999969,3.14496e-05,0.38
siphash,50000,13.3592,21,8,0.999877,0.000122547,0.384
siphash,50000,13.3592,21,16,0.999705,0.000295027,0.45
siphash,50000,13.3592,21,32,0.999398,0.000602189,0.34
siphash,50000,13.3592,21,64,0.998727,0.00127498,0.286
siphash,50000,13.3592,21,128,0.997719,0.00228618,0.212
siphash,50000,13.3167,22,4,0.999835,0.000165354,0.854
siphash,50000,13.3167,22,8,0.999806,0.000193779,0.544
siphash,50000,13.3167,22,16,0.999722,0.000278336,0.336
siphash,50000,13.3167,22,32,0.999282,0.000718566,0.33
siphash,50000,13.3167,22,64,0.998592,0.00140995,0.28
siphash,50000,13.3167,22,128,0.99734,0.00266701,0.194
siphash,50000,13.3408,23,4,0.999856,0.00014383,0.752
siphash,50000,13.3408,23,8,0.999828,0.000172166,0.5
siphash,50000,13.3408,23,16,0.999567,0.000432896,0.532
siphash,50000,13.3408,23,32,0.999283,0.000717312,0.354
siphash,50000,13.3408,23,64,0.998489,0.00151316,0.272
siphash,50000,13.3408,23,128,0.997453,0.00255334,0.248
siphash,50000,13.4192,24,4,0.999991,8.9984e-06,0.188
siphash,50000,13.4192,24,8,0.999934,6.59072e-05,0.332
siphash,50000,13.4192,24,16,0.999799,0.00020128,0.35
siphash,50000,13.4192,24,32,0.999654,0.000345677,0.264
siphash,50000,13.4192,24,64,0.999048,0.000953139,0.258
siphash,50000,13.4192,24,128,0.997806,0.00219924,0.18
siphash,50000,13.5442,25,4,0.999935,6.5296e-05,0.564
siphash,50000,13.5442,25,8,0.999869,0.000131104,0.434
siphash,50000,13.5442,25,16,0.9997,0.00029975,0.39
siphash,50000,13.5442,25,32,0.999227,0.000773478,0.35
siphash,50000,13.5442,25,64,0.998717,0.00128507,0.258
siphash,50000,13.5442,25,128,0.997633,0.00237251,0.232
siphash,50000,13.565,26,4,0.999901,9.89792e-05,0.612
siphash,50000,13.565,26,8,0.999861,0.000138746,0.488
siphash,50000,13.565,26,16,0.999776,0.000224499,0.362
siphash,50000,13.565,26,32,0.999558,0.000442086,0.302
siphash,50000,13.565,26,64,0.998884,0.00111775,0.242
siphash,50000,13.565,26,128,0.997522,0.00248381,0.21
siphash,50000,13.6417,27,4,0.99976,0.000239562,1.004
siphash,50000,13.6417,27,8,0.999682,0.000318202,0.796
siphash,50000,13.6417,27,16,0.999188,0.000812275,0.61
siphash,50000,13.6417,27,32,0.999038,0.000962765,0.356
siphash,50000,13.6417,27,64,0.998313,0.00169027,0.274
siphash,50000,13.6417,27,128,0.9971,0.00290847,0.234
siphash,50000,14.0275,28,4,0.999955,4.45568e-05,0.364
siphash,50000,14.0275,28,8,0.999937,6.27776e-05,0.308
siphash,50000,14.0275,28,16,0.999729,0.000271334,0.394
siphash,50000,14.0275,28,32,0.999315,0.000685594,0.276
siphash,50000,14.0275,28,64,0.998946,0.00105477,0.224
siphash,50000,14.0275,28,128,0.997713,0.00229222,0.182
siphash,50000,14.085,29,4,0.999954,4.55456e-05,0.446
siphash,50000,14.085,29,8,0.999886,0.0001144,0.468
siphash,50000,14.085,29,16,0.999779,0.000221542,0.352
siphash,50000,14.085,29,32,0.999505,0.000495488,0.32
siphash,50000,14.085,29,64,0.998891,0.00111068,0.244
siphash,50000,14.085,29,128,0.997685,0.00232018,0.186
siphash,50000,14.15,30,4,0.999979,2.11296e-05,0.294
siphash,50000,14.15,30,8,0.999936,6.41664e-05,0.32
siphash,50000,14.15,30,16,0.99975,0.000249882,0.362
siphash,50000,14.15,30,32,0.999194,0.000806656,0.442
siphash,50000,14.15,30,64,0.998392,0.0016107,0.334
siphash,50000,14.15,30,128,0.997008,0.00300063,0.23
siphash,50000,14.0858,31,4,0.999924,7.55424e-05,0.562
siphash,50000,14.0858,31,8,0.99988,0.000119686,0.398
siphash,50000,14.0858,31,16,0.999795,0.000204992,0.33
siphash,50000,14.0858,31,32,0.999549,0.000451379,0.264
siphash,50000,14.0858,31,64,0.998881,0.00112026,0.228
siphash,50000,14.0858,31,128,0.997327,0.00267991,0.188
spookyhash,50000,6.87916,0,4,0.999966,3.42176e-05,0.328
spookyhash,50000,6.87916,0,8,0.99981,0.000190003,0.478
spookyhash,50000,6.87916,0,16,0.999709,0.000291046,0.374
spookyhash,50000,6.87916,0,32,0.999378,0.000622643,0.328
spookyhash,50000,6.87916,0,64,0.998667,0.00133484,0.256
spookyhash,50000,6.87916,0,128,0.99723,0.0027776,0.176
spookyhash,50000,6.85666,1,4,0.999985,1.4544e-05,0.246
spookyhash,50000,6.85666,1,8,0.999919,8.14464e-05,0.35
spookyhash,50000,6.85666,1,16,0.999784,0.000216397,0.382
spookyhash,50000,6.85666,1,32,0.999453,0.000547482,0.33
spookyhash,50000,6.85666,1,64,0.998752,0.00124948,0.242
spookyhash,50000,6.85666,1,128,0.997257,0.00275046,0.186
spookyhash,50000,6.89832,2,4,0.999913,8.71392e-05,0.6
spookyhash,50000,6.89832,2,8,0.999779,0.000221114,0.632
spookyhash,50000,6.89832,2,16,0.999658,0.000342349,0.438
spookyhash,50000,6.89832,2,32,0.999369,0.000631782,0.394
spookyhash,50000,6.89832,2,64,0.998768,0.00123397,0.27
spookyhash,50000,6.89832,2,128,0.997955,0.00204943,0.174
spookyhash,50000,6.87,3,4,0.999967,3.25856e-05,0.388
spookyhash,50000,6.87,3,8,0.999944,5.61664e-05,0.33
spookyhash,50000,6.87,3,16,0.999833,0.000166912,0.338
spookyhash,50000,6.87,3,32,0.999564,0.000435814,0.256
spookyhash,50000,6.87,3,64,0.998812,0.00118927,0.288
spookyhash,50000,6.87,3,128,0.99786,0.00214508,0.188
spookyhash,50000,6.91084,4,4,0.999941,5.89856e-05,0.496
spookyhash,50000,6.91084,4,8,0.999903,9.70496e-05,0.394
spookyhash,50000,6.91084,4,16,0.999811,0.000188557,0.362
spookyhash,50000,6.91084,4,32,0.999406,0.000594227,0.42
spookyhash,50000,6.91084,4,64,0.998939,0.00106184,0.262
spookyhash,50000,6.91084,4,128,0.997511,0.00249508,0.216
spookyhash,50000,7.3,5,4,0.999968,3.224e-05,0.384
spookyhash,50000,7.3,5,8,0.999879,0.000120634,0.428
spookyhash,50000,7.3,5,16,0.999601,0.000399309,0.52
spookyhash,50000,7.3,5,32,0.999382,0.000618086,0.396
spookyhash,50000,7.3,5,64,0.998484,0.00151869,0.312
spookyhash,50000,7.3,5,128,0.997129,0.00287959,0.29
spookyhash,50000,6.71166,6,4,0.999913,8.68384e-05,0.506
spookyhash,50000,6.71166,6,8,0.999743,0.000256704,0.64
spookyhash,50000,6.71166,6,16,0.999625,0.000374835,0.562
spookyhash,50000,6.71166,6,32,0.99942,0.000580096,0.322
spookyhash,50000,6.71166,6,64,0.998775,0.00122609,0.218
spookyhash,50000,6.71166,6,128,0.997435,0.00257178,0.21
spookyhash,50000,6.495,7,4,0.999903,9.70784e-05,0.692
spookyhash,50000,6.495,7,8,0.999787,0.000212768,0.55
spookyhash,50000,6.495,7,16,0.999614,0.00038583,0.476
spookyhash,50000,6.495,7,32,0.999273,0.000727322,0.414
spookyhash,50000,6.495,7,64,0.998543,0.0014591,0.31
spookyhash,50000,6.495,7,128,0.997196,0.0028116,0.21
spookyhash,50000,6.58916,8,4,0.99999,9.6096e-06,0.214
spookyhash,50000,6.58916,8,8,0.999904,9.64736e-05,0.406
spookyhash,50000,6.58916,8,16,0.999802,0.000198515,0.266
spookyhash,50000,6.58916,8,32,0.999435,0.000565043,0.282
spookyhash,50000,6.58916,8,64,0.998709,0.00129224,0.258
spookyhash,50000,6.58916,8,128,0.997597,0.00240886,0.228
spookyhash,50000,6.5125,9,4,0.999949,5.064e-05,0.47
spookyhash,50000,6.5125,9,8,0.99986,0.000139526,0.486
spookyhash,50000,6.5125,9,16,0.999747,0.000252672,0.318
spookyhash,50000,6.5125,9,32,0.999356,0.000643917,0.302
spookyhash,50000,6.5125,9,64,0.998933,0.00106819,0.212
spookyhash,50000,6.5125,9,128,0.997729,0.00227574,0.166
spookyhash,50000,6.44416,10,4,0.999945,5.50688e-05,0.446
spookyhash,50000,6.44416,10,8,0.999837,0.000163405,0.534
spookyhash,50000,6.44416,10,16,0.999701,0.000298944,0.422
spookyhash,50000,6.44416,10,32,0.999339,0.000661914,0.344
spookyhash,50000,6.44416,10,64,0.998782,0.00121943,0.238
spookyhash,50000,6.44416,10,128,0.997604,0.00240179,0.194
spookyhash,50000,6.455,11,4,0.999952,4.76864e-05,0.48
spookyhash,50000,6.455,11,8,0.999878,0.000121626,0.386
spookyhash,50000,6.455,11,16,0.999829,0.000170829,0.26
spookyhash,50000,6.455,11,32,0.999528,0.000471987,0.316
spookyhash,50000,6.455,11,64,0.998923,0.00107853,0.244
spookyhash,50000,6.455,11,128,0.997927,0.0020778,0.15
spookyhash,50000,6.5975,12,4,0.999945,5.53472e-05,0.512
spookyhash,50000,6.5975,12,8,0.99988,0.000120173,0.482
spookyhash,50000,6.5975,12,16,0.999748,0.000251674,0.41
spookyhash,50000,6.5975,12,32,0.999498,0.000501914,0.266
spookyhash,50000,6.5975,12,64,0.998929,0.00107249,0.23
spookyhash,50000,6.5975,12,128,0.997966,0.00203837,0.172
spookyhash,50000,6.7725,13,4,0.999971,2.85248e-05,0.364
spookyhash,50000,6.7725,13,8,0.999953,4.69248e-05,0.262
spookyhash,50000,6.7725,13,16,0.99979,0.000209997,0.306
spookyhash,50000,6.7725,13,32,0.999527,0.000472858,0.25
spookyhash,50000,6.7725,13,64,0.998878,0.00112328,0.29
spookyhash,50000,6.7725,13,128,0.997921,0.00208353,0.22
spookyhash,50000,6.53918,14,4,0.999871,0.0001292,0.74
spookyhash,50000,6.53918,14,8,0.999815,0.000184915,0.488
spookyhash,50000,6.53918,14,16,0.999635,0.000365491,0.404
spookyhash,50000,6.53918,14,32,0.999245,0.000755507,0.324
spookyhash,50000,6.53918,14,64,0.998676,0.00132603,0.266
spookyhash,50000,6.53918,14,128,0.997028,0.00298107,0.192
spookyhash,50000,6.665,15,4,0.999913,8.70112e-05,0.658
spookyhash,50000,6.665,15,8,0.999888,0.000111654,0.464
spookyhash,50000,6.665,15,16,0.999749,0.000251238,0.392
spookyhash,50000,6.665,15,32,0.999521,0.000479283,0.29
spookyhash,50000,6.665,15,64,0.998694,0.0013076,0.27
spookyhash,50000,6.665,15,128,0.996949,0.00305992,0.208
spookyhash,50000,6.86832,16,4,0.999894,0.000106486,0.71
spookyhash,50000,6.86832,16,8,0.999872,0.00012823,0.466
spookyhash,50000,6.86832,16,16,0.99974,0.000260211,0.374
spookyhash,50000,6.86832,16,32,0.999361,0.000639155,0.34
spookyhash,50000,6.86832,16,64,0.99877,0.00123182,0.25
spookyhash,50000,6.86832,16,128,0.997538,0.00246784,0.186
spookyhash,50000,6.61166,17,4,0.999721,0.00027887,0.942
spookyhash,50000,6.61166,17,8,0.999649,0.00035063,0.66
spookyhash,50000,6.61166,17,16,0.999504,0.00049591,0.528
spookyhash,50000,6.61166,17,32,0.998919,0.00108242,0.41
spookyhash,50000,6.61166,17,64,0.998531,0.00147087,0.254
spookyhash,50000,6.61166,17,128,0.99761,0.00239534,0.188
spookyhash,50000,6.69584,18,4,0.999964,3.59072e-05,0.412
spookyhash,50000,6.69584,18,8,0.999903,9.74976e-05,0.386
spookyhash,50000,6.69584,18,16,0.999726,0.000274432,0.31
spookyhash,50000,6.69584,18,32,0.999358,0.000642637,0.314
spookyhash,50000,6.69584,18,64,0.99861,0.00139197,0.262
spookyhash,50000,6.69584,18,128,0.997377,0.00263025,0.224
spookyhash,50000,6.89668,19,4,0.999926,7.42304e-05,0.558
spookyhash,50000,6.89668,19,8,0.999907,9.30688e-05,0.348
spookyhash,50000,6.89668,19,16,0.999786,0.000213632,0.288
spookyhash,50000,6.89668,19,32,0.999529,0.000470963,0.272
spookyhash,50000,6.89668,19,64,0.999033,0.000968192,0.216
spookyhash,50000,6.89668,19,128,0.997656,0.00234906,0.192
spookyhash,50000,6.78334,20,4,0.999964,3.56576e-05,0.414
spookyhash,50000,6.78334,20,8,0.999903,9.65312e-05,0.336
spookyhash,50000,6.78334,20,16,0.999756,0.000244403,0.338
spookyhash,50000,6.78334,20,32,0.999312,0.000688563,0.394
spookyhash,50000,6.78334,20,64,0.998615,0.00138732,0.332
spookyhash,50000,6.78334,20,128,0.997333,0.00267366,0.238
spookyhash,50000,6.97916,21,4,0.99995,5.00064e-05,0.496
spookyhash,50000,6.97916,21,8,0.999861,0.000138688,0.488
spookyhash,50000,6.97916,21,16,0.999699,0.000301222,0.414
spookyhash,50000,6.97916,21,32,0.999589,0.000410829,0.28
spookyhash,50000,6.97916,21,64,0.999059,0.000942387,0.222
spookyhash,50000,6.97916,21,128,0.998045,0.0019585,0.218
spookyhash,50000,6.77834,22,4,0.999987,1.31616e-05,0.222
spookyhash,50000,6.77834,22,8,0.999794,0.000206138,0.556
spookyhash,50000,6.77834,22,16,0.999706,0.000293939,0.332
spookyhash,50000,6.77834,22,32,0.999406,0.000593997,0.374
spookyhash,50000,6.77834,22,64,0.99852,0.00148234,0.286
spookyhash,50000,6.77834,22,128,0.997349,0.00265789,0.194
spookyhash,50000,6.82584,23,4,0.99999,9.8784e-06,0.182
spookyhash,50000,6.82584,23,8,0.999915,8.45568e-05,0.364
spookyhash,50000,6.82584,23,16,0.999868,0.000131917,0.284
spookyhash,50000,6.82584,23,32,0.999668,0.000332083,0.244
spookyhash,50000,6.82584,23,64,0.998776,0.00122563,0.224
spookyhash,50000,6.82584,23,128,0.997697,0.0023082,0.178
spookyhash,50000,6.80416,24,4,0.999967,3.2912e-05,0.398
spookyhash,50000,6.80416,24,8,0.999874,0.000125805,0.436
spookyhash,50000,6.80416,24,16,0.999739,0.000261568,0.352
spookyhash,50000,6.80416,24,32,0.999448,0.000551962,0.328
spookyhash,50000,6.80416,24,64,0.998688,0.0013141,0.286
